Perplexity,MeanKL,ExplainedVariance,Iteration,AverageDiscountedReturn,Entropy,LossBefore,LossAfter,NumTrajs,MinReturn,AverageReturn,StdReturn,MeanKLBefore,dLoss,MaxReturn
1.68767859482,0.00609928581188,0.998852638089,29,86.5486171268,0.523353972132,-8.87224983897e-17,-0.0126958424646,21,192.0,199.619047619,1.70367084,3.96432520548e-19,0.0126958424646,200.0
1.68962748484,0.00628303362369,0.999130767155,30,86.5623762622,0.524508081464,-2.02879095392e-16,-0.00580426493756,21,194.0,199.714285714,1.27775313,9.92599958726e-19,0.00580426493756,200.0
1.69525251077,0.00509195895915,0.999828228669,31,86.5955880854,0.527831703644,-5.7084341752e-17,-0.0100896670051,21,199.0,199.952380952,0.212958855,-5.97911062772e-19,0.0100896670051,200.0
1.69155615,0.00637857529317,0.999962443591,32,86.6020325142,0.525648904075,-1.85407245112e-17,-0.00893796239544,20,200.0,200.0,0.0,-4.33575546516e-19,0.00893796239544,200.0
1.68173455968,0.00505633626602,0.988535100186,33,86.3946856004,0.519825736778,3.28078122089e-16,-0.0070746964687,21,172.0,198.666666667,5.96284794,-8.82688858868e-19,0.0070746964687,200.0
1.7032005539,0.00446565415221,0.997683443491,34,86.4880773762,0.53250915981,2.24804901233e-16,-0.00678551993311,21,190.0,199.19047619,2.53769763704,-1.78665944987e-18,0.00678551993311,200.0
1.70301726492,0.00458429102684,0.98558294927,35,86.3600092328,0.532401539577,-6.33130783885e-16,-0.0106181914788,21,168.0,198.476190476,6.81468336,3.2359640733e-20,0.0106181914788,200.0
1.69180294526,0.00479211098836,0.998166319835,36,86.5623762622,0.525794791791,-4.25664907868e-17,-0.00800333223365,21,194.0,199.714285714,1.27775313,-7.34101966203e-19,0.00800333223365,200.0
1.69778124593,0.00561217585111,0.999839708457,37,86.6020325142,0.529322249159,-4.20080636943e-17,-0.00976269963763,20,200.0,200.0,0.0,7.9512391896e-19,0.00976269963763,200.0
1.68769648349,0.00686373885277,0.999972770335,38,86.6020325142,0.523364571649,-7.88258347484e-18,-0.0047848810652,20,200.0,200.0,0.0,9.29628026836e-19,0.0047848810652,200.0
1.72664649935,0.00433596678239,0.999973358761,39,86.6020325142,0.546181087624,1.73194791842e-17,-0.00600540163259,20,200.0,200.0,0.0,2.63930749684e-19,0.00600540163259,200.0
1.71685948154,0.00580852297765,0.995325041752,40,86.4767164933,0.540496739045,1.12965259125e-16,-0.00748463937968,21,183.0,199.142857143,3.61591342982,9.13889575302e-19,0.00748463937968,200.0
1.70406998998,0.00606761547122,0.999229175575,41,86.6020325142,0.533019501497,5.86752868514e-17,-0.00779104306545,20,200.0,200.0,0.0,-8.16452403388e-19,0.00779104306545,200.0
1.70410426303,0.00531452905553,0.999974214068,42,86.6020325142,0.533039613758,2.57571741713e-17,-0.00651442184139,20,200.0,200.0,0.0,-2.06014413139e-18,0.00651442184139,200.0
1.72644519007,0.00579622074124,0.987073961193,43,86.3775216653,0.546064491074,6.72556867645e-17,-0.00444031681476,21,170.0,198.571428571,6.38876565,-6.72947450854e-19,0.00444031681476,200.0
1.72692866467,0.00546478278551,0.998987353483,44,86.6020325142,0.546344492388,-3.00759417371e-16,-0.00536768789138,20,200.0,200.0,0.0,-2.0764131306e-18,0.00536768789138,200.0
1.6969549821,0.00503947155022,0.999973472316,45,86.6020325142,0.52883545797,1.55431223448e-18,-0.00779270780853,20,200.0,200.0,0.0,-7.78312947923e-19,0.00779270780853,200.0
1.69034837269,0.00579787509425,0.999973728625,46,86.6020325142,0.524934645377,4.10782519111e-18,-0.00825457523229,20,200.0,200.0,0.0,-2.17764639838e-19,0.00825457523229,200.0
1.69107610813,0.00713375780532,0.959036544779,47,86.0383135226,0.525365076669,3.05978887917e-16,-0.00754779867718,21,137.0,197.0,13.416407865,3.47982343245e-19,0.00754779867718,200.0
1.67462685057,0.00797653491195,0.994552479905,48,86.6020325142,0.515590364681,-7.55062679048e-16,-0.0111745256367,20,200.0,200.0,0.0,3.41953765669e-19,0.0111745256367,200.0
1.69599049873,0.00678048847239,0.997524916785,49,86.5202550852,0.52826693519,-6.17806771463e-17,-0.00891201110509,21,188.0,199.428571429,2.55550626,-9.815514025e-19,0.00891201110509,200.0
1.66437672005,0.00700070685502,0.999834340355,50,86.6020325142,0.509450711036,-1.22506171873e-17,-0.00681980255315,20,200.0,200.0,0.0,-5.47448628599e-19,0.00681980255315,200.0
1.6827370589,0.00546164661003,0.999973204065,51,86.6020325142,0.520421669431,2.26485497024e-17,-0.00613815596346,20,200.0,200.0,0.0,2.24608819597e-18,0.00613815596346,200.0
1.67529237291,0.00541705470835,0.999966740968,52,86.6020325142,0.515987701033,8.52651282912e-17,-0.00471676349789,20,200.0,200.0,0.0,-6.41407053606e-19,0.00471676349789,200.0
1.68681473098,0.00636083677096,0.999972115426,53,86.6020325142,0.522841975942,1.66533453694e-17,-0.00575049746171,20,200.0,200.0,0.0,-6.68191242799e-19,0.00575049746171,200.0
1.67726107553,0.00758110416816,0.999973142436,54,86.6020325142,0.517162150826,-9.21485110439e-18,-0.00803525956879,20,200.0,200.0,0.0,8.15471730716e-19,0.00803525956879,200.0
1.71446460116,0.00829198509368,0.980259712186,55,86.2588082215,0.539100845964,-5.24750720213e-17,-0.00966299553296,21,162.0,197.857142857,8.15496176328,-5.39035488187e-19,0.00966299553296,200.0
1.71098141967,0.00592588015098,0.99477194438,56,86.6020325142,0.537067135512,3.94129173742e-17,-0.0063914938228,20,200.0,200.0,0.0,7.97977607763e-19,0.0063914938228,200.0
1.72131281847,0.00654291608093,0.948831768732,57,85.8418296932,0.543087266237,3.22695727112e-16,-0.0108153273901,21,144.0,195.619047619,13.8511687335,1.3008308142e-18,0.0108153273901,200.0
1.71161361051,0.00461694798331,0.993874112941,58,86.6020325142,0.53743655745,5.52891066263e-17,-0.00495192979373,20,200.0,200.0,0.0,7.36387979599e-19,0.00495192979373,200.0
1.72254555526,0.00590614809942,0.994275138761,59,86.4677933944,0.543803170729,-3.13818571703e-17,-0.0120640330402,21,181.0,199.095238095,4.046218245,9.04419613846e-19,0.0120640330402,200.0
1.72307039905,0.00642032392136,0.998839657591,60,86.6020325142,0.544107815129,7.61612994893e-17,-0.00827637192346,20,200.0,200.0,0.0,-1.37374198499e-18,0.00827637192346,200.0
1.72167998988,0.00514853196697,0.999973717934,61,86.6020325142,0.543300552428,-2.30926389122e-17,-0.00664131203227,20,200.0,200.0,0.0,-1.04547339367e-18,0.00664131203227,200.0
1.70572279997,0.00584215412115,0.999972429857,62,86.6020325142,0.533988950502,6.72795152923e-17,-0.00639168077187,20,200.0,200.0,0.0,1.33540040343e-18,0.00639168077187,200.0
1.67692149708,0.00660397152866,0.99997456892,63,86.6020325142,0.516959670224,3.5527136788e-17,-0.00823199326846,20,200.0,200.0,0.0,-1.576339497e-18,0.00823199326846,200.0
1.7126721202,0.00453813162758,0.918058501059,64,84.830241009,0.538054794251,1.3906486335e-16,-0.0152123071918,21,70.0,193.428571429,27.6518688399,-2.3045724375e-18,0.0152123071918,200.0
1.69592149282,0.00693834853593,0.991877883841,65,86.6020325142,0.528226246685,3.19622800449e-17,-0.00854351738616,20,200.0,200.0,0.0,-1.12413110473e-18,0.00854351738616,200.0
1.72776977502,0.00500309268862,0.958064588195,66,86.0261749626,0.546831429459,8.60919438039e-17,-0.00849367171391,21,136.0,196.952380952,13.62936672,1.84426523104e-18,0.00849367171391,200.0
1.71832555506,0.00512002188136,0.996617427033,67,86.6020325142,0.541350302153,-5.20278264915e-17,-0.0072143788702,20,200.0,200.0,0.0,1.83406474046e-18,0.0072143788702,200.0
1.70713673323,0.00556985473965,0.999973781185,68,86.6020325142,0.534817542085,3.43058914609e-17,-0.00890894035487,20,200.0,200.0,0.0,-1.61958354751e-18,0.00890894035487,200.0
1.67998506578,0.00493631886972,0.999973794255,69,86.6020325142,0.51878490396,-4.25215418431e-17,-0.00758552152791,20,200.0,200.0,0.0,-2.38832794624e-18,0.00758552152791,200.0
1.71969722296,0.00752491837151,0.999973293608,70,86.6020325142,0.54214824217,-2.77555756156e-18,-0.00741821919116,20,200.0,200.0,0.0,-7.17424859239e-19,0.00741821919116,200.0
1.71746091129,0.00616832898153,0.999972174658,71,86.6020325142,0.540846985781,5.54001289288e-17,-0.00795519870104,20,200.0,200.0,0.0,-2.90399180995e-18,0.00795519870104,200.0
1.70585122272,0.00707083584321,0.920661647274,72,84.2187766753,0.534064237015,-2.88132583534e-16,-0.0147420508326,21,48.0,192.19047619,32.3428347075,4.07671958016e-19,0.0147420508326,200.0
1.67933789158,0.00721253507664,0.955690876283,73,85.9761390369,0.518399603579,-6.91296355542e-17,-0.0152742734314,21,154.0,196.238095238,11.7672052834,-2.96136167751e-19,0.0152742734314,200.0
1.68244511038,0.00533214120844,0.996246741232,74,86.6020325142,0.52024815816,-3.27515792264e-17,-0.00662594666018,20,200.0,200.0,0.0,-3.06667956064e-18,0.00662594666018,200.0
1.67736655924,0.00615856041484,0.999979773966,75,86.6020325142,0.517225039304,-1.87627691162e-17,-0.00625525482132,20,200.0,200.0,0.0,3.08612867023e-19,0.00625525482132,200.0
1.66520423209,0.00609453708485,0.848229348283,76,83.687283452,0.509947777828,-6.81170032309e-17,-0.00885072970721,22,75.0,188.954545455,34.9447320425,2.09414636549e-18,0.00885072970721,200.0
1.68095417723,0.00466630763644,0.930690208623,77,86.6020325142,0.519361594825,-1.92484916894e-16,-0.00584445707043,20,200.0,200.0,0.0,-3.6981058808e-19,0.00584445707043,200.0
1.6649476301,0.00470466240818,0.999979445995,78,86.6020325142,0.509793669543,1.23234755733e-17,-0.00724255727079,20,200.0,200.0,0.0,7.01092972231e-19,0.00724255727079,200.0
1.68123783048,0.00533296633382,0.999977162369,79,86.6020325142,0.519530325966,-1.67643676718e-17,-0.00586851754716,20,200.0,200.0,0.0,3.84806065241e-19,0.00586851754716,200.0
1.70506578954,0.00503496419033,0.999981908219,80,86.6020325142,0.533603696233,9.99200722163e-19,-0.00502982577661,20,200.0,200.0,0.0,7.55448129217e-20,0.00502982577661,200.0
1.72717295678,0.00501825416914,0.999982834089,81,86.6020325142,0.546485942835,-2.67563748935e-17,-0.00559068646524,20,200.0,200.0,0.0,-3.18260961597e-19,0.00559068646524,200.0
1.71031876188,0.00770442029521,0.946060865715,82,85.6532701045,0.5366797636,-4.30582449482e-16,-0.00872041537558,21,158.0,194.142857143,13.1449273732,-3.44082739004e-19,0.00872041537558,200.0
1.690502637,0.00472518081342,0.984805669646,83,86.3053094706,0.525025903058,-2.66485536185e-17,-0.00858485609743,21,162.0,198.19047619,8.09243649,3.23863030112e-18,0.00858485609743,200.0
1.71028234341,-5.09215128623e-19,0.918544275808,84,85.1722627431,0.536658469991,-6.64012889085e-17,-6.64012889085e-17,21,83.0,194.428571429,24.916186035,-5.09215128623e-19,0.0,200.0
1.6947290441,0.0051833413486,0.990147156887,85,86.6020325142,0.527522872065,2.83106871279e-18,-0.00643947108236,20,200.0,200.0,0.0,-2.28510694177e-19,0.00643947108236,200.0
1.70812163842,0.00583297554078,0.999978137884,86,86.6020325142,0.535394309704,-2.32036612147e-17,-0.00533508817742,20,200.0,200.0,0.0,1.08727583785e-18,0.00533508817742,200.0
1.69846130665,0.0047417177259,0.999979405552,87,86.6020325142,0.529722727463,2.96429547575e-17,-0.00527163596926,20,200.0,200.0,0.0,-2.75028985427e-18,0.00527163596926,200.0
1.71001501585,0.00643430366956,0.999976704164,88,86.6020325142,0.536502151676,2.84217094304e-17,-0.00646195365214,20,200.0,200.0,0.0,1.53673493692e-18,0.00646195365214,200.0
1.69364371386,0.00737865377398,0.920524716461,89,85.0874421551,0.526882251714,5.65794585055e-17,-0.00875032760801,21,79.0,194.238095238,25.768021455,-4.89714423684e-19,0.00875032760801,200.0
1.66374287184,0.00428759428196,0.985772306927,90,86.6020325142,0.509069806325,-3.21076498722e-16,-0.00581632800956,20,200.0,200.0,0.0,-4.34853666309e-19,0.00581632800956,200.0
1.68228519817,0.00554733859543,0.999984842219,91,86.6020325142,0.520153106138,2.96429547575e-17,-0.00521894551547,20,200.0,200.0,0.0,1.18150604876e-18,0.00521894551547,200.0
1.71206915399,0.00895942377204,0.999972585756,92,86.6020325142,0.537702670591,-1.84297022088e-17,-0.00485797326899,20,200.0,200.0,0.0,-4.40833058066e-19,0.00485797326899,200.0
1.7214428724,0.00555956245717,0.956942862241,93,85.9165503448,0.543162818462,1.38683471358e-16,-0.00863132679898,21,143.0,196.0,12.8322510366,-1.30857267304e-18,0.00863132679898,200.0
1.70701838599,-1.07240541189e-18,0.929958543609,94,85.4794136438,0.534748214689,2.05674977199e-16,2.05674977199e-16,21,99.0,195.19047619,21.508844355,-1.07240541189e-18,0.0,200.0
1.72528391307,0.00577409914789,0.937305737638,95,83.345236025,0.545391624227,-8.58903882235e-17,-0.0101623929194,21,20.0,191.428571429,38.3325939,2.64664052714e-18,0.0101623929194,200.0
1.70333069707,0.00914450493917,0.997881288262,96,86.6020325142,0.532585567841,-5.89285564789e-18,-0.00667288292854,20,200.0,200.0,0.0,2.92937599285e-19,0.00667288292854,200.0
1.6799041674,0.00481683252057,0.940107734074,97,85.6837666566,0.518736748572,-2.66948918824e-16,-0.00799679631847,21,138.0,194.761904762,15.2281217361,1.73892780168e-18,0.00799679631847,200.0
1.69259815877,0.00571079267845,0.988402069652,98,86.6020325142,0.526264720443,-2.5113244817e-16,-0.00453715428399,20,200.0,200.0,0.0,1.65875806208e-18,0.00453715428399,200.0
1.64746889468,0.00942347459874,0.999977291289,99,86.6020325142,0.499240106902,-1.27675647832e-17,-0.00680743145749,20,200.0,200.0,0.0,-2.59927371129e-18,0.00680743145749,200.0
1.66976942092,0.00550517309762,0.99990971171,100,86.5890785614,0.512685545592,3.38514881258e-18,-0.00828600752749,21,198.0,199.904761905,0.42591771,-9.94086353168e-20,0.00828600752749,200.0
1.65809784624,0.0064547761723,0.999958056912,101,86.5891436566,0.505671069589,-1.03881754186e-16,-0.00642032516901,21,199.0,199.904761905,0.293543523951,-4.50287353071e-19,0.00642032516901,200.0
1.63374413394,0.00800832197389,0.999975458346,102,86.6020325142,0.490874395401,-5.7842619583e-17,-0.0107251353815,20,200.0,200.0,0.0,-6.37276454799e-19,0.0107251353815,200.0
1.64749074879,0.00415520650072,0.999823211533,103,86.5825032845,0.499253372079,2.13500358155e-16,-0.00895903998486,21,197.0,199.857142857,0.638876565,1.68850056409e-18,0.00895903998486,200.0
1.65369922263,0.00500335760436,0.999933218695,104,86.6020325142,0.503014731592,5.04318808936e-17,-0.00454021483368,20,200.0,200.0,0.0,1.09588851858e-18,0.00454021483368,200.0
1.61849217623,0.00647363721705,0.999981428557,105,86.6020325142,0.481494960408,1.96509475359e-17,-0.00590744534593,20,200.0,200.0,0.0,-7.33183295655e-19,0.00590744534593,200.0
1.60949877837,0.00427123989898,0.999978760573,106,86.6020325142,0.475922812747,1.487698853e-17,-0.00592411153017,20,200.0,200.0,0.0,7.30495672304e-19,0.00592411153017,200.0
1.64667477973,0.00413432356212,0.999978030849,107,86.6020325142,0.498757969484,-4.4408920985e-19,-0.00428145838712,20,200.0,200.0,0.0,-7.85884579738e-19,0.00428145838712,200.0
1.62758764618,0.00457011107672,0.999971417077,108,86.6020325142,0.487098946909,-4.4408920985e-18,-0.00551256959131,20,200.0,200.0,0.0,2.82984807449e-19,0.00551256959131,200.0
1.6559560139,1.66962237042e-18,0.999976704438,109,86.6020325142,0.504378493956,-1.64313007645e-17,-1.64313007645e-17,20,200.0,200.0,0.0,1.66962237042e-18,0.0,200.0
1.64977974428,0.00331080878899,0.999962132955,110,86.5955880854,0.500641790689,-2.99937365833e-16,-0.00725993044704,21,199.0,199.952380952,0.212958855,8.0605963117e-19,0.00725993044704,200.0
1.65195691044,0.00766056742972,0.999967115993,111,86.6020325142,0.501960591488,-2.18491891246e-16,-0.00834264865445,20,200.0,200.0,0.0,-4.8218278089e-20,0.00834264865445,200.0
1.64311660642,0.0047472206664,0.999977545559,112,86.6020325142,0.496594808188,2.25375273999e-17,-0.00785791485659,20,200.0,200.0,0.0,2.07775970207e-18,0.00785791485659,200.0
1.65625433938,0.00684727249712,0.999980234647,113,86.6020325142,0.504558630752,-9.59232693276e-17,-0.00422373025748,20,200.0,200.0,0.0,2.38076677653e-18,0.00422373025748,200.0
1.63847574774,0.00566552004961,0.999982737997,114,86.6020325142,0.493766387544,2.32036612147e-17,-0.00753905514074,20,200.0,200.0,0.0,1.23228826744e-18,0.00753905514074,200.0
1.63143966525,0.0051090581745,0.9974885239,115,86.5007258555,0.489462855213,-8.78205314125e-17,-0.0082114301179,21,188.0,199.285714286,2.60298102261,-2.97513045793e-18,0.0082114301179,200.0
1.62602202023,0.00447674706852,0.998336494181,116,86.3804747656,0.486136553614,3.88991028546e-17,-0.00539904960566,21,188.0,198.428571429,3.43055498178,6.44398370637e-19,0.00539904960566,200.0
1.64421146111,0.00245722393296,0.999047936255,117,86.6020325142,0.497260914343,-2.74225087082e-17,-0.00531678214642,20,200.0,200.0,0.0,-2.01871069597e-18,0.00531678214642,200.0
1.65539694328,0.00433326586925,0.999985556449,118,86.6020325142,0.504040824954,-1.81521464526e-17,-0.00405488229497,20,200.0,200.0,0.0,-1.41528561832e-18,0.00405488229497,200.0
1.64479563775,0.00414397239981,0.99998358898,119,86.6020325142,0.497616144128,-2.0650148258e-17,-0.00463264426766,20,200.0,200.0,0.0,-1.24325588433e-18,0.00463264426766,200.0
1.67426949681,0.00654177869912,0.99998108703,120,86.6020325142,0.515376948841,9.98090499138e-17,-0.00659458950879,20,200.0,200.0,0.0,4.99063393726e-19,0.00659458950879,200.0
1.65900977618,0.0057228622819,0.999982457633,121,86.6020325142,0.506220904005,4.21884749358e-18,-0.0047039528537,20,200.0,200.0,0.0,-3.12755744247e-19,0.0047039528537,200.0
1.61754468428,0.00450273696663,0.99998357507,122,86.6020325142,0.480909372533,-5.29576382746e-17,-0.010999589999,20,200.0,200.0,0.0,6.12107354293e-19,0.010999589999,200.0
1.64027376035,0.00513203088166,0.999986324705,123,86.6020325142,0.494863154947,8.43769498715e-18,-0.0064381424566,20,200.0,200.0,0.0,5.24744762485e-19,0.0064381424566,200.0
1.66337794414,0.00630948920633,0.999984676059,124,86.6020325142,0.508850440858,1.1990408666e-17,-0.00635039404211,20,200.0,200.0,0.0,1.7600794898e-18,0.00635039404211,200.0
1.66373686252,0.00467454534729,0.999981599982,125,86.6020325142,0.509066194392,7.73825448164e-17,-0.0070181916975,20,200.0,200.0,0.0,2.17225541174e-18,0.0070181916975,200.0
1.65880944623,0.00546248700474,0.99758052568,126,86.5202550852,0.506100143992,2.22997294513e-16,-0.0163986351694,21,188.0,199.428571429,2.55550626,-1.28104434505e-18,0.0163986351694,200.0
1.66112067209,0.00648931840702,0.989724670509,127,86.242060073,0.507492478258,6.48544136734e-17,-0.00842728281773,21,174.0,197.619047619,6.92460203757,-1.2721036487e-18,0.00842728281773,200.0
1.64238353103,0.00321532106618,0.996792091411,128,86.527452844,0.496148559295,4.10271005519e-17,-0.0193643184528,21,189.0,199.476190476,2.342547405,1.39141879682e-18,0.0193643184528,200.0
1.64703220577,8.81272044163e-19,0.999309513508,129,86.6020325142,0.498975005208,1.37667655054e-17,1.37667655054e-17,20,200.0,200.0,0.0,8.81272044163e-19,0.0,200.0
1.63803695971,0.00524608790964,0.963408262292,130,83.1031461432,0.493498549103,4.17681999268e-17,-0.00727055965667,21,14.0,191.142857143,39.61034703,2.96943001944e-18,0.00727055965667,200.0
1.64125119195,0.00505273278337,0.997619788762,131,86.6020325142,0.495458872878,3.08919556602e-17,-0.00577806715802,20,200.0,200.0,0.0,-1.33147327426e-18,0.00577806715802,200.0
1.65456924489,0.00543886752826,0.999525962795,132,86.5691528092,0.503540699962,4.5294188212e-16,-0.0089710785906,21,195.0,199.761904762,1.064794275,-8.89510358565e-19,0.00897107859061,200.0
1.65996362876,0.00495323724368,0.999941526922,133,86.6020325142,0.50679569174,8.79296635503e-17,-0.00663836351518,20,200.0,200.0,0.0,-1.8946490724e-18,0.00663836351518,200.0
1.63938826507,0.00623945301727,0.999984313813,134,86.6020325142,0.494323163145,3.77475828373e-18,-0.00635227058783,20,200.0,200.0,0.0,-1.22701154011e-18,0.00635227058783,200.0
1.64315056807,0.00623645513789,0.999977659958,135,86.6020325142,0.496615477015,1.14352971536e-16,-0.00780231894773,20,200.0,200.0,0.0,1.871251658e-18,0.00780231894773,200.0
1.66142762553,0.00422798387674,0.999977613421,136,86.6020325142,0.507677248148,2.55351295664e-17,-0.00541253847112,20,200.0,200.0,0.0,-1.3032866083e-19,0.00541253847112,200.0
1.66664195991,0.00607992729929,0.999980420316,137,86.6020325142,0.510810799604,2.2315482795e-17,-0.00588570779884,20,200.0,200.0,0.0,-2.93242886323e-19,0.00588570779884,200.0
1.68370558303,0.00636916342474,0.999981277205,138,86.6020325142,0.520997068603,-4.7295500849e-17,-0.0049081093968,20,200.0,200.0,0.0,1.2376264945e-18,0.0049081093968,200.0
1.64006345963,0.00481040605236,0.963561013272,139,83.0290785129,0.494734935983,-5.06444836997e-17,-0.00983372619199,22,12.0,190.409090909,39.1334071315,2.04109731793e-18,0.00983372619199,200.0
1.65065903441,0.00483846855196,0.998222038161,140,86.6020325142,0.501174622964,3.25850457727e-16,-0.0045869335649,20,200.0,200.0,0.0,1.60964650097e-18,0.0045869335649,200.0
1.64674607611,0.00670725046495,0.999985604258,141,86.6020325142,0.498801265724,1.32671651443e-16,-0.00575110778984,20,200.0,200.0,0.0,3.62965517416e-18,0.00575110778984,200.0
1.63626124759,0.00842679662528,0.99910616062,142,86.5555312652,0.492413912223,-8.65284868957e-17,-0.00592365700515,21,193.0,199.666666667,1.490711985,1.88970091183e-18,0.00592365700515,200.0
