AverageReturn,ExplainedVariance,MinReturn,DualAfter,NumTrajs,MeanKL,AverageDiscountedReturn,Perplexity,LossBefore,DualBefore,Iteration,MaxReturn,Entropy,LossAfter,StdReturn
102.45,0.691001822099,58.0,1.0686362489929553,40,0.0035747291264448698,62.3291375922,1.35121990821,0.12207040775580517,1.0686362489929553,31,186.0,0.301007820132,0.12029666758457086,34.2702130136
88.1086956522,0.724304302274,43.0,1.0672492332274233,46,0.0047634971830176264,56.9191621686,1.34782203904,0.14921085865088685,1.0672492332274233,32,173.0,0.298489985258,0.1462933512054579,30.2232477903
94.3720930233,0.596235801652,42.0,1.0726304173665766,43,0.00723495692368209,58.809469776,1.33274744024,0.11367227675613165,1.0726304173665766,33,200.0,0.287242556059,0.11072445155935262,37.7747443965
87.0434782609,0.711603015645,49.0,1.066637933936226,46,0.004036162470366832,56.6876094771,1.32221902828,0.13611590044226465,1.066637933936226,34,180.0,0.279311407189,0.1344779751293828,28.6674762858
87.4347826087,0.706858983337,43.0,1.0698993264562335,46,0.005377404909879575,56.809327135,1.3146569804,0.11589838765856153,1.0698993264562335,35,181.0,0.273575780196,0.11314749098565019,29.2103705333
89.2,0.687683493337,38.0,1.0700145829955743,45,0.0024287861432472323,57.1069803403,1.31464565444,0.11273599754118448,1.0700145829955743,36,200.0,0.273567165011,0.1116459792293391,33.3403992511
91.1590909091,0.719280526949,50.0,1.0696198665363623,44,0.003742769158753708,58.306815128,1.3170902334,0.1139736786225961,1.0696198665363623,37,200.0,0.275424934767,0.11243489195624391,30.678644617
87.2608695652,0.72567337712,44.0,1.0710510844088892,46,0.007419175756938288,56.8293558606,1.30373551073,0.11292817703046472,1.0710510844088892,38,160.0,0.265233613733,0.10958404712936032,27.9669329454
85.4680851064,0.722057158628,43.0,1.069848871197465,47,0.002743542498807617,56.0526453614,1.30303481545,0.11924192254520112,1.069848871197465,39,172.0,0.26469601724,0.11754621686592001,28.2593242483
89.4888888889,0.709424784006,46.0,1.0693773120048844,45,0.004278686909592672,57.4314554242,1.30082267836,0.13640286545958796,1.0693773120048844,40,200.0,0.262996893826,0.13355090470403447,32.3286059927
89.4444444444,0.694887171971,48.0,1.0729840912039583,45,0.0023731619669158407,57.1260759714,1.28571690669,0.10782723369481337,1.0729840912039583,41,200.0,0.251316466815,0.10659286499501268,34.1340856399
88.1086956522,0.66853065017,52.0,1.072571189853782,46,0.004640106606551741,56.7412269274,1.29192811353,0.0847357169937112,1.072571189853782,42,200.0,0.256135764129,0.08287612044812942,33.5612537083
100.414634146,0.665628509398,52.0,1.0715528719103666,41,0.0026018981022493236,61.0196893851,1.30084051876,0.10767908259201803,1.0715528719103666,43,200.0,0.263010608437,0.1063359593864664,38.8417524973
99.0,0.697871995026,53.0,1.071895745934955,41,0.0023590245681477055,60.7970337217,1.29296627489,0.0957320995785213,1.071895745934955,44,200.0,0.25693901661,0.09478157975980912,36.4591318147
89.6666666667,0.691360340883,49.0,1.0732477279061503,45,0.0031990705239240674,57.2781277382,1.29073947728,0.11536417792155111,1.0732477279061503,45,199.0,0.255215292334,0.1138651818704922,34.3097006043
106.921052632,0.66162492478,53.0,1.0747334789847156,38,0.007962516855281526,62.8950676305,1.2886581604,0.10363482581768863,1.0747334789847156,46,200.0,0.253601491272,0.10092061979307569,42.7245655818
93.0454545455,0.706350390472,51.0,1.0744649926171892,44,0.0025532190512612607,58.294345277,1.28385383319,0.10394542470013161,1.0744649926171892,47,200.0,0.249866361708,0.10283739217293246,37.1195577863
92.2,0.709613254723,43.0,1.073480407549322,45,0.006759820223201195,57.5250317454,1.28290835112,0.11847191828957981,1.073480407549322,48,196.0,0.249129649816,0.1146124957608252,39.620757747
92.5909090909,0.703145448535,47.0,1.0750370626352457,44,0.00352308098623218,58.205372826,1.28389081371,0.11231355116586368,1.0750370626352457,49,200.0,0.249895165597,0.110788400335522,36.2825516429
82.7551020408,0.738966855937,42.0,1.0728481577262392,49,0.008122178071761904,54.9416557119,1.28102969557,0.11474102073119498,1.0728481577262392,50,164.0,0.247664204202,0.11035747557321868,27.6704591705
96.4761904762,0.660069013122,48.0,1.0745378311181792,42,0.005836630805555043,59.5345987764,1.25883998014,0.08105499900467536,1.0745378311181792,51,200.0,0.230190646224,0.07834371966864476,38.5364626934
97.6428571429,0.676534422715,45.0,1.076432948424066,42,0.004249283685773138,59.3667026871,1.25586826563,0.08676757124560212,1.076432948424066,52,200.0,0.227827178496,0.08509243618350656,42.6099817439
91.75,0.754390163075,47.0,1.0769234899088096,44,0.005234568613886825,58.019584906,1.25750351456,0.0895845162159397,1.0769234899088096,53,200.0,0.229128417865,0.0871036003838171,34.554387302
91.0444444444,0.728765433602,48.0,1.077008554158778,45,0.0028181631795946966,57.5554389797,1.25720960045,0.09833821521796846,1.077008554158778,54,184.0,0.228894662286,0.09693677644151281,35.9863897455
91.0454545455,0.71518612785,45.0,1.0732373836599398,44,0.005798953608911083,58.4132122576,1.25242116298,0.1015836852637352,1.0732373836599398,55,180.0,0.225078608271,0.09826243990306668,28.3051188315
87.3043478261,0.726713672153,42.0,1.0715668083737255,46,0.006151934677583731,56.5641473941,1.25116463457,0.08900140100013162,1.0715668083737255,56,171.0,0.2240748252,0.08626510948077049,30.8959470856
91.9090909091,0.695134381644,44.0,1.0760758450413896,44,0.004392439178494502,57.5009094592,1.24565283198,0.0755653173407945,1.0760758450413896,57,200.0,0.219659755519,0.07392364691193953,39.0726701637
89.3555555556,0.654166450681,52.0,1.0757278740468879,45,0.005843031291205498,56.8797078625,1.24262054193,0.0866029671227711,1.0757278740468879,58,200.0,0.217222489923,0.0838318073342058,37.0148051794
84.375,0.76151941044,43.0,1.0749627605124674,48,0.0036342469107850184,55.6039605075,1.24532962989,0.10842572337724445,1.0749627605124674,59,176.0,0.219400257837,0.1063652986464644,27.9058125666
88.5434782609,0.506180946167,43.0,1.0743130746043164,46,0.006123032067621542,56.4098195221,1.23803251627,0.09003067446693243,1.0743130746043164,60,200.0,0.213523439075,0.08713237698285513,37.2871970811
85.5744680851,0.733911565519,48.0,1.0744281627852357,47,0.00785437229723895,55.3596737421,1.23673126875,0.10217425323270483,1.0744281627852357,61,176.0,0.212471825472,0.0972969410165282,34.5806148382
83.9375,0.77847406007,44.0,1.0753984787954967,48,0.006721696206510465,55.1996717306,1.23046728997,0.09684213890908784,1.0753984787954967,62,176.0,0.207394007778,0.09376806587641844,29.5172310199
88.347826087,0.705828313933,49.0,1.0758783003485972,46,0.007704279944903493,56.9608794076,1.22613848579,0.08633834178889269,1.0758783003485972,63,191.0,0.203869788545,0.08310524278038907,31.6675786689
87.2391304348,0.632648801292,43.0,1.0763017959722054,46,0.005202493299401963,55.6202767954,1.21934211053,0.07881820814241268,1.0763017959722054,64,200.0,0.198311459628,0.07573235628505817,38.5436989621
86.3829787234,0.736225675417,44.0,1.074404978336458,47,0.0042375564468159115,56.3757204106,1.22842104432,0.08508156612147341,1.074404978336458,65,177.0,0.205729640926,0.08294353734765793,29.0469562557
83.5625,0.740299814524,47.0,1.0773291735920891,48,0.004927615631611479,54.5656274713,1.22794271737,0.08286269553636016,1.0773291735920891,66,200.0,0.205340181547,0.08031824037932973,34.1479051639
81.6326530612,0.762930617902,44.0,1.0746522187993814,49,0.00484742905897727,54.089531711,1.22459640582,0.09457157322517155,1.0746522187993814,67,172.0,0.202611325073,0.09203792948820076,30.5077399865
85.7021276596,0.70560128372,46.0,1.0754741220158843,47,0.0021051629650289646,55.880284858,1.22341997604,0.08160484841285565,1.0754741220158843,68,200.0,0.201650195994,0.0801433965618097,31.6717975718
93.8372093023,0.644520474341,50.0,1.0756289544386546,43,0.004278119603405912,58.7618580212,1.2223536599,0.07976261953821442,1.0756289544386546,69,200.0,0.200778229597,0.07786665462976318,35.5716965046
86.3191489362,0.733268972981,48.0,1.0769476696096956,47,0.0069520245320702926,55.7724507353,1.22205805517,0.10339674198248609,1.0769476696096956,70,183.0,0.200536367943,0.09951316340202887,34.2954040609
82.2448979592,0.522944287409,42.0,1.076042518938747,49,0.004550031332457504,53.9765073517,1.21940263336,0.09435579837323718,1.076042518938747,71,200.0,0.198361094041,0.09224718534021865,34.2014026519
87.0212765957,0.737149788784,51.0,1.0740607150720038,47,0.003917216114329507,56.3468713965,1.22194024185,0.0978944078167818,1.0740607150720038,72,200.0,0.200439957627,0.09553321135105516,32.0215946828
83.4375,0.787335098023,48.0,1.074218398076295,48,0.006748010619025951,55.1882857499,1.21939732654,0.09708088036655384,1.074218398076295,73,155.0,0.198356742049,0.0937939832892784,27.8065536715
89.2,0.691799147534,47.0,1.075913215353101,45,0.0031872998059046596,56.8406486769,1.21895031639,0.08844859317670559,1.075913215353101,74,200.0,0.197990091992,0.08616752612968158,36.0688231025
94.1395348837,0.727729545951,50.0,1.0759900307025823,43,0.0037997984183916153,58.7807021463,1.22253701684,0.09984057615285864,1.0759900307025823,75,193.0,0.200928221533,0.09707172711130042,36.6698541644
92.0227272727,0.679256223591,51.0,1.077634929220206,44,0.004979895331878452,57.6074667687,1.22671090995,0.09299211680697421,1.077634929220206,76,200.0,0.204336530758,0.09027561106598461,39.3864816659
95.3255813953,0.669547857797,44.0,1.0743728227625562,43,0.0026817649564553963,59.1259204743,1.22159978613,0.0966993476529633,1.0743728227625562,77,199.0,0.200161299846,0.0949112264296074,37.9324497092
95.8139534884,0.735239540371,52.0,1.0766079550664533,43,0.0022359621239416354,59.4673538296,1.21911319962,0.07341031824010898,1.0766079550664533,78,187.0,0.198123708878,0.07217442559078407,36.4801671597
91.7555555556,0.780727441465,55.0,1.074418076267642,45,0.003471457367922994,58.8639382895,1.22290244162,0.10116507044169229,1.074418076267642,79,159.0,0.201227083792,0.09904119825195902,26.7400287173
109.162162162,0.57113731086,45.0,1.0782264305782996,37,0.003082146341480873,62.7514061878,1.22480276916,0.08437747440767325,1.0782264305782996,80,200.0,0.202779826267,0.08258073753736246,49.3314841157
92.5227272727,0.73797981447,44.0,1.0752487767232988,44,0.002953879318927865,58.5295606955,1.21790075577,0.08036467775551309,1.0752487767232988,81,174.0,0.19712868466,0.07840714037298599,32.8947969334
103.0,0.745000795807,48.0,1.0765212674532474,39,0.0025085354109463825,61.9468857351,1.21822088004,0.08717981966234922,1.0765212674532474,82,180.0,0.197391499345,0.08577968962715754,38.30846462
88.3695652174,0.754764113407,48.0,1.0759087320154201,46,0.00180009149139197,57.0054261376,1.21619435494,0.09764602394360937,1.0759087320154201,83,156.0,0.19572660214,0.09662675608423468,30.7191759228
88.3260869565,0.739503726474,46.0,1.0767996868960024,46,0.0024276185004347478,56.320428147,1.22134016728,0.09163825279078792,1.0767996868960024,84,198.0,0.199948753606,0.08953605929669563,37.0534598208
92.0909090909,0.739702432296,50.0,1.074015919231948,44,0.004889468920775091,58.0152084812,1.21656971474,0.07751961246555082,1.074015919231948,85,193.0,0.196035189234,0.07590183655064395,35.8423430278
100.35,0.701944483932,45.0,1.077718819987021,40,0.003975991841382885,59.97092559,1.21342330367,0.08139639044162643,1.077718819987021,86,200.0,0.19344554161,0.07960638030615089,45.3671411927
97.756097561,0.783608988813,50.0,1.0755437470981457,41,0.00520717707280678,60.3615733425,1.22054804841,0.08676595213875457,1.0755437470981457,87,176.0,0.199299977884,0.08375267465804914,34.6486057072
98.5714285714,0.77269818136,54.0,1.0758711910765952,42,0.003270761267945281,61.2093797797,1.21794964848,0.08756239544951089,1.0758711910765952,88,177.0,0.197168828927,0.08570207948482866,30.5397031647
93.7272727273,0.725598578655,49.0,1.0793689699784397,44,0.002748360633532989,58.3770435123,1.21751261748,0.0855712745816168,1.0793689699784397,89,200.0,0.196809939357,0.08431849898292826,39.0293384033
92.0227272727,0.651904056752,50.0,1.076461138168868,44,0.0014137528010470762,58.4978437598,1.21623623743,0.08951663428640626,1.076461138168868,90,200.0,0.195761038874,0.08850214581555635,31.5021562295
85.2127659574,0.764912103655,43.0,1.0785905837133558,47,0.004704245387467697,55.6560340945,1.21850843376,0.09064193864527002,1.0785905837133558,91,176.0,0.197627515483,0.08794239116753168,30.8854687103
90.9090909091,0.731045519804,48.0,1.0778440727438805,44,0.002692067439291111,57.7657091372,1.21688748774,0.08657749702763301,1.0778440727438805,92,200.0,0.19629635923,0.08507513903443685,34.2250693484
89.6,0.725064357596,54.0,1.076968776879237,45,0.0020485612236882693,57.4656543256,1.2213527258,0.09686279021827891,1.076968776879237,93,178.0,0.199959036132,0.09563809927595555,31.962060843
93.3488372093,0.817918198453,56.0,1.077889561928912,43,0.009696968497981349,59.1722735179,1.21632722014,0.09913966909620937,1.077889561928912,94,155.0,0.19583584285,0.0942266179818101,29.9836263231
103.179487179,0.459499042864,53.0,1.0806595888227533,39,0.0010888096757520809,61.7694643869,1.20877050141,0.0827614316267202,1.0806595888227533,95,200.0,0.189603728477,0.08214426553657724,41.2334640017
102.15,0.708385310346,52.0,1.0787984252093858,40,0.0044805141694911205,61.321250917,1.21629736496,0.0666925512830776,1.0787984252093858,96,200.0,0.195811297203,0.0651292845811119,42.0485136479
96.7619047619,0.707220271732,54.0,1.079280685681002,42,0.005006110104514356,59.449625088,1.2167774183,0.07499122585494185,1.079280685681002,97,200.0,0.196205903522,0.0728133212335617,40.8410446696
98.1219512195,0.734292707391,49.0,1.0785052675629454,41,0.0019466799220243828,59.6864896319,1.21011171139,0.06683027638296063,1.0785052675629454,98,200.0,0.190712678807,0.06566944957753452,42.3448071064
108.421052632,0.751973593646,51.0,1.0809202249973278,38,0.005967853735702179,63.2683051496,1.21606968201,0.07926871912648596,1.0809202249973278,99,200.0,0.195624086183,0.07686724893099542,44.7581992365
93.0930232558,0.518065093332,50.0,1.0777281779353014,43,0.00569657036777924,58.5507891815,1.22015876462,0.08291972543936083,1.0777281779353014,100,200.0,0.198980985212,0.07905926654010799,35.2187938422
91.3181818182,0.756940509368,56.0,1.0787268959244087,44,0.004444912595923161,57.3925768344,1.20898397544,0.0826986006707631,1.0787268959244087,101,200.0,0.189780317156,0.08014469608174364,38.9532194534
94.2325581395,0.673330939937,48.0,1.0784507867328208,43,0.0022308973943893505,58.8005952511,1.21564061674,0.09621746359085133,1.0784507867328208,102,200.0,0.195271194415,0.09514764330247612,37.7727828736
94.1395348837,0.772482839959,55.0,1.0777070608119654,43,0.0035400826629166772,59.211651006,1.21631976698,0.0927685394071571,1.0777070608119654,103,163.0,0.195829715237,0.09048006824040136,32.7524764875
101.525,0.739345344118,51.0,1.0809347314346776,40,0.003077625776482357,60.777726238,1.21846290651,0.0819937172438667,1.0809347314346776,104,200.0,0.19759015169,0.0801489507769779,43.9277745282
96.9761904762,0.769581460229,49.0,1.0775054730704612,42,0.003314144228397958,59.7162373441,1.21097306595,0.08657337390779617,1.0775054730704612,105,200.0,0.191424223163,0.08474654880977521,38.1428942988
91.9318181818,0.755544622257,45.0,1.079065173690364,44,0.004497880463941434,57.9200003387,1.21617320302,0.07996371386481713,1.079065173690364,106,192.0,0.195709210092,0.07738573589168495,36.5397652175
108.368421053,0.763830148116,58.0,1.081096858087104,38,0.0030138128772468254,62.7291471387,1.21320963389,0.08057244965430113,1.081096858087104,107,200.0,0.193269437693,0.07895858443993412,47.9338475361
98.6097560976,0.764298322421,53.0,1.080352977182386,41,0.0026816900345995125,60.3911409571,1.21124770146,0.0799961008622699,1.080352977182386,108,200.0,0.191650986563,0.07863330990131683,38.6137079468
98.9512195122,0.741571442917,54.0,1.078759925503864,41,0.000693567698997121,60.7704641505,1.21708444153,0.08587915098094126,1.078759925503864,109,187.0,0.196458196582,0.08506955123416622,35.7415869135
96.5238095238,0.753366786502,57.0,1.078351974795577,42,0.004520857437069226,59.6573171,1.22211056491,0.07018780886449597,1.078351974795577,110,200.0,0.20057933531,0.06817906490086177,38.1027671131
88.3043478261,0.732513663454,51.0,1.0774998272784686,46,0.004078012401609227,56.7737146914,1.21706133756,0.08950691879293977,1.0774998272784686,111,200.0,0.196439213357,0.08726211670227055,34.3060836063
96.0697674419,0.77630892278,52.0,1.0797101318776252,43,0.00036628749519191105,59.6295579098,1.21674359757,0.0830777226093411,1.0797101318776252,112,200.0,0.196178107804,0.08276421818901755,36.4368809765
89.8666666667,0.744896765038,57.0,1.077955769846527,45,0.0031994015114258727,57.770542335,1.21033300069,0.0830380867528953,1.077955769846527,113,168.0,0.190895528926,0.08106585830896719,30.2166988417
94.976744186,0.737645634699,49.0,1.0786634333372849,43,0.0032074913968426276,59.5985546142,1.21640588007,0.08043729029839898,1.0786634333372849,114,180.0,0.195900510806,0.0786371923431054,32.5522752194
89.2888888889,0.766263819336,53.0,1.07700349158636,45,0.005253506574537032,57.6828706242,1.21672089878,0.10228304864269382,1.07700349158636,115,171.0,0.19615945227,0.0989377440694502,28.6679241757
99.9512195122,0.761630733109,49.0,1.0812504504230633,41,0.0032729036223102317,60.9109161577,1.20797556372,0.08985932303845451,1.0812504504230633,116,200.0,0.188945870603,0.08819110867716286,38.3990289635
91.2045454545,0.816109706785,47.0,1.079133429715527,44,0.0036901749674340383,57.9273994571,1.2164278807,0.09846872719289304,1.079133429715527,117,200.0,0.195918597226,0.09648294402934988,34.4591850438
89.2444444444,0.776459195823,54.0,1.0786233398479084,45,0.0032526669329998033,57.2981477069,1.21396494445,0.08660959977071056,1.0786233398479084,118,200.0,0.193891816149,0.0847940583029202,32.7686540974
91.4,0.649105334424,55.0,1.0784659667306324,45,0.003767197253298352,57.8437315539,1.2136617552,0.07545878771083053,1.0784659667306324,119,197.0,0.19364203372,0.0734655370249981,35.9217668459
93.7209302326,0.787597818859,52.0,1.0785897884581448,43,0.0010968505782731727,58.7664474936,1.21233118154,0.07878160562118457,1.0785897884581448,120,196.0,0.192545102417,0.07807089808595101,35.8091358886
89.6888888889,0.795243823124,51.0,1.0789217926181127,45,0.0021615620494480903,57.6834470612,1.20876615793,0.08168118476966345,1.0789217926181127,121,200.0,0.189600135165,0.08024606099729512,30.5263618113
87.7173913043,0.790810303809,49.0,1.0780921162931754,46,0.005119489912012385,56.7254402228,1.21704208031,0.09714676915842727,1.0780921162931754,122,200.0,0.196423390487,0.09443320890011123,31.6232324087
85.4893617021,0.686280638045,55.0,1.0786889913710995,47,0.004184890573615554,56.0583194181,1.21805228983,0.07969118436884363,1.0786889913710995,123,192.0,0.197253099262,0.07774087913141844,30.0034553616
91.6818181818,0.745888242804,49.0,1.0793856560907895,44,0.002996235188123946,57.7043704522,1.21533638605,0.08447587909545883,1.0793856560907895,124,200.0,0.195020899424,0.0832236346635575,37.5958004952
106.076923077,0.714108336527,59.0,1.0800727628801847,39,0.002654878910905521,62.7931651852,1.21398769397,0.07428558408474863,1.0800727628801847,125,200.0,0.193910555825,0.07303864454051119,41.5392212656
84.7291666667,0.815357950808,55.0,1.0771859335254002,48,0.002752074835698665,56.1089956982,1.21416331302,0.10341262115236445,1.0771859335254002,126,149.0,0.19405520832,0.10162772051328936,24.5210280366
94.6279069767,0.717661426242,51.0,1.0779682808843702,43,0.004159814408461033,59.073607405,1.21493580385,0.08422161578231228,1.0779682808843702,127,200.0,0.194691239059,0.08196571200407991,36.3593328001
88.0869565217,0.777877311283,56.0,1.078223528673419,46,0.004569441910289796,56.9044565596,1.21592320917,0.09119439015611228,1.078223528673419,128,171.0,0.195503631195,0.08838229057496946,31.1774905473
96.6904761905,0.747599931895,58.0,1.078141410199756,42,0.002766163749736403,60.3431395156,1.22332252409,0.08516933022425582,1.078141410199756,129,200.0,0.201570537465,0.08346841661786139,32.6908230135
91.1363636364,0.731652154412,53.0,1.0794351953248547,44,0.005708923437969165,57.7242743617,1.21522643776,0.07642847686107858,1.0794351953248547,130,192.0,0.194930427958,0.07402672353781517,35.8307834316
93.8604651163,0.786618160305,50.0,1.0807505707215883,43,0.005434552700842548,58.1702432805,1.22033013399,0.0745562380519601,1.0807505707215883,131,196.0,0.199121423771,0.07224984726172634,41.231384183
96.2380952381,-1.3816401152,56.0,1.0763739281011253,42,0.002877675332683345,59.9553145273,1.21504727642,0.07627454067965118,1.0763739281011253,132,197.0,0.194782986665,0.07431409293492512,34.2656356551
97.756097561,0.732452286367,49.0,1.0802426083992636,41,0.00286519989412199,59.8715935006,1.20986879042,0.08293398943109884,1.0802426083992636,133,200.0,0.190511916062,0.08150010260664209,40.0881835809
85.3541666667,0.800141151578,55.0,1.077595372714033,48,0.003266975419178089,56.4075631911,1.21169863906,0.09290104461536323,1.077595372714033,134,149.0,0.192023209093,0.09098753081025238,24.1432267791
96.8333333333,0.765507070627,54.0,1.0760530211007233,42,0.0027143695461076573,60.6960429742,1.2118006718,0.08606892244124908,1.0760530211007233,135,156.0,0.192107411913,0.0843628840826551,28.740975119
103.153846154,0.675046137941,53.0,1.0781422533148237,39,0.0030466445628763634,61.7277737403,1.21121971443,0.08059654448624357,1.0781422533148237,136,200.0,0.19162788034,0.07897601478011654,41.9954444792
96.9523809524,0.739389745287,56.0,1.0792705452689293,42,0.003315275830714724,60.3772039674,1.21776410532,0.07976653777265426,1.0792705452689293,137,200.0,0.197016476738,0.07836552634171981,33.0410656326
95.3333333333,0.782715957856,51.0,1.0808195185372929,42,0.0009299441579285106,59.3870824188,1.21402532196,0.09233792326608005,1.0808195185372929,138,200.0,0.19394155071,0.09143358872629843,35.5840163869
